"","Country","Subject","MEASURE","Frequency","TIME","Period","Unit","Value"
"887","G7","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",55043.6
"888","G7","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",49081.3
"889","G7","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",54191.1
"890","G7","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",54912.3
"891","G7","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",55727.5
"892","G7","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",50696
"893","G7","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",50825.9
"894","G7","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",51084.7
"895","G7","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",51178
"896","G7","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",51427.6
"897","G7","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",51318.8
"898","G7","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",50241
"899","G7","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",44998.2
"900","G7","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",49170.7
"901","G7","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",49591.8
"902","G7","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",49794.5
"903","NAFTA","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",51502
"904","NAFTA","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",51768.3
"905","NAFTA","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",52135.1
"906","NAFTA","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",52591.5
"907","NAFTA","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",52969.2
"908","NAFTA","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",53266.1
"909","NAFTA","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",52709.2
"910","NAFTA","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",47156.5
"911","NAFTA","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",51337.8
"912","NAFTA","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",52200.3
"913","NAFTA","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",53541.8
"914","NAFTA","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",48500.5
"915","NAFTA","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",48531.6
"916","NAFTA","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",48760.4
"917","NAFTA","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",48880.7
"918","NAFTA","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",49064.6
"919","NAFTA","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",49153.7
"920","NAFTA","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",48438.7
"921","NAFTA","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",43560.8
"922","NAFTA","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",46993.6
"923","NAFTA","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",47559.5
"924","NAFTA","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",48264
"925","OECD - Europe","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",44406.4
"926","OECD - Europe","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",44573.7
"927","OECD - Europe","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",44970.1
"928","OECD - Europe","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",45372.2
"929","OECD - Europe","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",45703.5
"930","OECD - Europe","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",46058.3
"931","OECD - Europe","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",45022.7
"932","OECD - Europe","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",39450.2
"933","OECD - Europe","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",44970.3
"934","OECD - Europe","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",45214.7
"935","OECD - Europe","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",45751.1
"936","OECD - Europe","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",40974.6
"937","OECD - Europe","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",40993.2
"938","OECD - Europe","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",41234.5
"939","OECD - Europe","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",41365.4
"940","OECD - Europe","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",41451.6
"941","OECD - Europe","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",41520.7
"942","OECD - Europe","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",40309.4
"943","OECD - Europe","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",35453.4
"944","OECD - Europe","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",39850.4
"945","OECD - Europe","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",39814.8
"946","OECD - Europe","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",39753.9
"947","European Union – 27 countries (from 01/02/2020)","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",44873.4
"948","European Union – 27 countries (from 01/02/2020)","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",45369.4
"949","European Union – 27 countries (from 01/02/2020)","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",45896.6
"950","European Union – 27 countries (from 01/02/2020)","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",46425
"951","European Union – 27 countries (from 01/02/2020)","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",46810.4
"952","European Union – 27 countries (from 01/02/2020)","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",47117
"953","European Union – 27 countries (from 01/02/2020)","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",45884.5
"954","European Union – 27 countries (from 01/02/2020)","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",40616.7
"955","European Union – 27 countries (from 01/02/2020)","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",45932.4
"956","European Union – 27 countries (from 01/02/2020)","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",45929.1
"957","European Union – 27 countries (from 01/02/2020)","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",46451.7
"958","European Union – 27 countries (from 01/02/2020)","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",40791.6
"959","European Union – 27 countries (from 01/02/2020)","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",40989
"960","European Union – 27 countries (from 01/02/2020)","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",41239.6
"961","European Union – 27 countries (from 01/02/2020)","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",41340
"962","European Union – 27 countries (from 01/02/2020)","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",41422
"963","European Union – 27 countries (from 01/02/2020)","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",41412
"964","European Union – 27 countries (from 01/02/2020)","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",40096.7
"965","European Union – 27 countries (from 01/02/2020)","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",35655.3
"966","European Union – 27 countries (from 01/02/2020)","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",39785.2
"967","European Union – 27 countries (from 01/02/2020)","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",39626.7
"968","European Union – 27 countries (from 01/02/2020)","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",39599.3
"969","Saudi Arabia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",47855.2
"970","Saudi Arabia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",47817.2
"971","Saudi Arabia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",47138.4
"972","Saudi Arabia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",46897.8
"973","Saudi Arabia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",46521.8
"974","Saudi Arabia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",46382.6
"975","Saudi Arabia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",45268.4
"976","Saudi Arabia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",42524.4
"977","Saudi Arabia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",43186.4
"978","Saudi Arabia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",43714.6
"979","Saudi Arabia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",49258
"980","Saudi Arabia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",49597.1
"981","Saudi Arabia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",48481.3
"982","Saudi Arabia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",48959.2
"983","Saudi Arabia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",49014
"984","Saudi Arabia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",49588.1
"985","Saudi Arabia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",47974
"986","Saudi Arabia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",43546.5
"987","Saudi Arabia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",46259.8
"988","Saudi Arabia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",47341.7
"989","Colombia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",15388.8
"990","Colombia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",15586.8
"991","Colombia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",15750.1
"992","Colombia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",16030.7
"993","Colombia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",16179.6
"994","Colombia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",16340.8
"995","Colombia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",15904.9
"996","Colombia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",13462.1
"997","Colombia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",14825.8
"998","Colombia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",15755.9
"999","Colombia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",16336.7
"1000","Colombia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",13783.6
"1001","Colombia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",13836.6
"1002","Colombia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",13890.1
"1003","Colombia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",14010.2
"1004","Colombia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",14073.5
"1005","Colombia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",14162.1
"1006","Colombia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",13746.9
"1007","Colombia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",11708.5
"1008","Colombia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",12787.7
"1009","Colombia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",13532.2
"1010","Colombia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",13882.9
"1011","Russia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",28956.3
"1012","Russia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",29212.5
"1013","Russia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",29022.7
"1014","Russia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",29588.5
"1015","Russia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",29188.9
"1016","Russia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",28977.1
"1017","Russia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",28744.8
"1018","Russia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",27540
"1019","Russia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",28111.8
"1020","Russia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",28325.4
"1021","Russia","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",28760.9
"1022","Russia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",25187.6
"1023","Russia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",25353.9
"1024","Russia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",25347.4
"1025","Russia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",25926.9
"1026","Russia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",25679
"1027","Russia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",25558.8
"1028","Russia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",25385.2
"1029","Russia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",24750.5
"1030","Russia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",24950.4
"1031","Russia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",24920.7
"1032","Russia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",24953
"1033","South Africa","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",13168.6
"1034","South Africa","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",13234.3
"1035","South Africa","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",13132.2
"1036","South Africa","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",13291.3
"1037","South Africa","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",13276.4
"1038","South Africa","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",13240.8
"1039","South Africa","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",13200.4
"1040","South Africa","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",10916.8
"1041","South Africa","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",12493.7
"1042","South Africa","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",12693.6
"1043","South Africa","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",12937.1
"1044","South Africa","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",12582.9
"1045","South Africa","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",12586.2
"1046","South Africa","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",12445.8
"1047","South Africa","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",12507.9
"1048","South Africa","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",12442.2
"1049","South Africa","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",12358.6
"1050","South Africa","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",12265.7
"1051","South Africa","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",10194.3
"1052","South Africa","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",11557.6
"1053","South Africa","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",11686.7
"1054","South Africa","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",11782.6
